Price,Close
Ticker,GOOG
Date,
2010-01-04,15.536650657653809
2010-01-05,15.468233108520508
2010-01-06,15.078298568725586
2010-01-07,14.72728157043457
2010-01-08,14.923612594604492
2010-01-11,14.901055335998535
2010-01-12,14.637544631958008
2010-01-13,14.553509712219238
2010-01-14,14.621928215026855
2010-01-15,14.377753257751465
2010-01-19,14.566648483276367
2010-01-20,14.387917518615723
2010-01-21,14.45162582397461
2010-01-22,13.63432502746582
2010-01-25,13.386184692382812
2010-01-26,13.446173667907715
2010-01-27,13.43824291229248
2010-01-28,13.244637489318848
2010-01-29,13.136804580688477
2010-02-01,13.213155746459961
2010-02-02,13.166056632995605
2010-02-03,13.406512260437012
2010-02-04,13.0584716796875
2010-02-05,13.170269966125488
2010-02-08,13.224310874938965
2010-02-09,13.297935485839844
2010-02-10,13.248603820800781
2010-02-11,13.296943664550781
2010-02-12,13.215635299682617
2010-02-16,13.41840934753418
2010-02-17,13.341812133789062
2010-02-18,13.466007232666016
2010-02-19,13.405024528503418
2010-02-22,13.455594062805176
2010-02-23,13.2639741897583
2010-02-24,13.174732208251953
2010-02-25,13.04979419708252
2010-02-26,13.058966636657715
2010-03-01,13.204975128173828
2010-03-02,13.412463188171387
2010-03-03,13.51806354522705
2010-03-04,13.747859954833984
2010-03-05,13.986331939697266
2010-03-08,13.943446159362793
2010-03-09,13.886677742004395
2010-03-10,14.289752006530762
2010-03-11,14.406014442443848
2010-03-12,14.366350173950195
2010-03-15,13.960799217224121
2010-03-16,14.010873794555664
2010-03-17,14.019796371459961
2010-03-18,14.040620803833008
2010-03-19,13.881969451904297
2010-03-22,13.819995880126953
2010-03-23,13.60928726196289
2010-03-24,13.815781593322754
2010-03-25,13.953362464904785
2010-03-26,13.948652267456055
2010-03-29,13.942703247070312
2010-03-30,14.048304557800293
2010-03-31,14.05846881866455
2010-04-01,14.100113868713379
2010-04-05,14.154899597167969
2010-04-06,14.085737228393555
2010-04-07,13.96972370147705
2010-04-08,14.067639350891113
2010-04-09,14.03615951538086
2010-04-12,14.197537422180176
2010-04-13,14.545577049255371
2010-04-14,14.60085678100586
2010-04-15,14.75702953338623
2010-04-16,13.637795448303223
2010-04-19,13.636556625366211
2010-04-20,13.759015083312988
2010-04-21,13.740670204162598
2010-04-22,13.561197280883789
2010-04-23,13.509882926940918
2010-04-26,13.178946495056152
2010-04-27,13.114989280700684
2010-04-28,13.11821460723877
2010-04-29,13.187870025634766
2010-04-30,13.031699180603027
2010-05-03,13.153165817260742
2010-05-04,12.552522659301758
2010-05-05,12.63655948638916
2010-05-06,12.36164665222168
2010-05-07,12.224560737609863
2010-05-10,12.931302070617676
2010-05-11,12.618958473205566
2010-05-12,12.528228759765625
