Price,Close
Ticker,AAPL
Date,
2010-01-04,6.431895732879639
2010-01-05,6.443016529083252
2010-01-06,6.3405327796936035
2010-01-07,6.3288092613220215
2010-01-08,6.370885848999023
2010-01-11,6.314683437347412
2010-01-12,6.242854595184326
2010-01-13,6.330915451049805
2010-01-14,6.294249057769775
2010-01-15,6.189058780670166
2010-01-19,6.462850570678711
2010-01-20,6.363372325897217
2010-01-21,6.253373146057129
2010-01-22,5.943215370178223
2010-01-25,6.103104114532471
2010-01-26,6.189358234405518
2010-01-27,6.247664451599121
2010-01-28,5.989498615264893
2010-01-29,5.7722063064575195
2010-02-01,5.852451801300049
2010-02-02,5.886412620544434
2010-02-03,5.987696170806885
2010-02-04,5.771906852722168
2010-02-05,5.874389171600342
2010-02-08,5.8341193199157715
2010-02-09,5.896332263946533
2010-02-10,5.864171981811523
2010-02-11,5.970865249633789
2010-02-12,6.022258758544922
2010-02-16,6.113022327423096
2010-02-17,6.08747673034668
2010-02-18,6.098896026611328
2010-02-19,6.0610270500183105
2010-02-22,6.023459434509277
2010-02-23,5.9224772453308105
2010-02-24,6.030672550201416
2010-02-25,6.0709452629089355
2010-02-26,6.149686336517334
2010-03-01,6.281025409698486
2010-03-02,6.2768168449401855
2010-03-03,6.291242599487305
2010-03-04,6.332716941833496
2010-03-05,6.580363750457764
2010-03-08,6.58427095413208
2010-03-09,6.702685832977295
2010-03-10,6.757381916046143
2010-03-11,6.777218818664551
2010-03-12,6.810277462005615
2010-03-15,6.727328777313232
2010-03-16,6.745660305023193
2010-03-17,6.735743522644043
2010-03-18,6.751672744750977
2010-03-19,6.6795430183410645
2010-03-22,6.754678249359131
2010-03-23,6.863173007965088
2010-03-24,6.893531322479248
2010-03-25,6.8117804527282715
2010-03-26,6.939512252807617
2010-03-29,6.9842915534973145
2010-03-30,7.088282108306885
2010-03-31,7.062734603881836
2010-04-01,7.091885089874268
2010-04-05,7.167623519897461
2010-04-06,7.199179172515869
2010-04-07,7.231037616729736
2010-04-08,7.211501121520996
2010-04-09,7.266801834106445
2010-04-12,7.281827926635742
2010-04-13,7.286038398742676
2010-04-14,7.38401460647583
2010-04-15,7.481088161468506
2010-04-16,7.435404300689697
2010-04-19,7.425487518310547
2010-04-20,7.350952625274658
2010-04-21,7.790648937225342
2010-04-22,8.008539199829102
2010-04-23,8.139575958251953
2010-04-26,8.099604606628418
2010-04-27,7.875396728515625
2010-04-28,7.862173557281494
2010-04-29,8.073755264282227
2010-04-30,7.8468499183654785
2010-05-03,8.00493335723877
2010-05-04,7.774415016174316
2010-05-05,7.693571090698242
2010-05-06,7.400846481323242
2010-05-07,7.088581562042236
2010-05-10,7.633464336395264
2010-05-11,7.709497451782227
2010-05-12,7.8769001960754395
2010-05-13,7.764798641204834
2010-05-14,7.628355503082275
2010-05-17,7.64037561416626
2010-05-18,7.584473609924316
2010-05-19,7.463656902313232
2010-05-20,7.145684242248535
2010-05-21,7.282730579376221
2010-05-24,7.416168212890625
2010-05-25,7.369887828826904
2010-05-26,7.336527347564697
2010-05-27,7.6142258644104
2010-05-28,7.720320701599121
2010-06-01,7.839033603668213
2010-06-02,7.932804584503174
2010-06-03,7.9078569412231445
2010-06-04,7.692670822143555
2010-06-07,7.541798114776611
2010-06-08,7.493408679962158
2010-06-09,7.309178829193115
2010-06-10,7.528875827789307
2010-06-11,7.619039058685303
2010-06-14,7.642176628112793
2010-06-15,7.804771423339844
2010-06-16,8.031981468200684
2010-06-17,8.170833587646484
2010-06-18,8.236949920654297
2010-06-21,8.119738578796387
2010-06-22,8.230339050292969
2010-06-23,8.143780708312988
2010-06-24,8.084575653076172
2010-06-25,8.015448570251465
2010-06-28,8.063535690307617
2010-06-29,7.698983669281006
2010-06-30,7.559528827667236
2010-07-01,7.4678635597229
2010-07-02,7.421583652496338
2010-07-06,7.472371578216553
2010-07-07,7.774117469787598
2010-07-08,7.756684303283691
2010-07-09,7.80266809463501
2010-07-12,7.732641220092773
2010-07-13,7.56764554977417
2010-07-14,7.59559440612793
2010-07-15,7.557123184204102
2010-07-16,7.510542392730713
2010-07-19,7.380706310272217
2010-07-20,7.570349216461182
2010-07-21,7.640974998474121
2010-07-22,7.7846360206604
2010-07-23,7.812289237976074
2010-07-26,7.792449474334717
2010-07-27,7.936710834503174
2010-07-28,7.8429412841796875
2010-07-29,7.7572855949401855
2010-07-30,7.731439590454102
2010-08-02,7.869691371917725
2010-08-03,7.872091293334961
2010-08-04,7.90364933013916
2010-08-05,7.865183353424072
2010-08-06,7.816792964935303
2010-08-09,7.866682529449463
2010-08-10,7.796353340148926
2010-08-11,7.519254684448242
2010-08-12,7.567343235015869
2010-08-13,7.486497402191162
2010-08-16,7.442617893218994
2010-08-17,7.572754383087158
2010-08-18,7.605813980102539
2010-08-19,7.509940147399902
2010-08-20,7.502727031707764
2010-08-23,7.387321472167969
2010-08-24,7.210900783538818
2010-08-25,7.299861431121826
2010-08-26,7.221419334411621
2010-08-27,7.261692523956299
2010-08-30,7.288138389587402
2010-08-31,7.306171417236328
2010-09-01,7.523462772369385
2010-09-02,7.578764915466309
2010-09-03,7.777120113372803
2010-09-07,7.748270034790039
2010-09-08,7.901845455169678
2010-09-09,7.906356334686279
